Ticker,Date/Time,O,H,L,C,VolSP,H,histVola,HV,StDev,log,sqrt(252),bigTrend,otkatPrice,hardRSI,hardOtkat,cutPrice,BuyHR,PriceTrigger,Trigger,bp,Buy,Sell,SellPrice
AAPL,2000-01-28,3.86384,3.95982,3.59375,3.62946,1.50E+12,1,1,71.30285,0.04492,-0.07919,15.87451,1,1,0,1,1,0,3.61428,1,3.61428,0,0,3.86384
AAPL,2000-01-31,3.60714,3.70982,3.375,3.70535,1.51E+12,1,1,71.21964,0.04486,0.02069,15.87451,1,0,0,0,1,0,3.3391,0,3.3391,0,0,3.60714
AAPL,2000-02-01,3.71428,3.75,3.57142,3.58035,1.51E+12,1,1,71.44482,0.04501,-0.03432,15.87451,1,1,0,0,1,0,3.40892,0,3.40892,0,0,3.71428
AAPL,2000-02-02,3.59821,3.64732,3.46428,3.52901,1.51E+12,1,1,71.4118,0.04499,-0.01444,15.87451,1,1,0,0,1,0,3.29392,0,3.29392,0,0,3.59821
AAPL,2000-02-03,3.58259,3.72321,3.58035,3.68973,1.51E+12,1,1,71.50505,0.04504,0.04453,15.87451,1,0,0,0,1,0,3.24669,0,3.24669,0,0,3.58259
AAPL,2000-02-04,3.71205,3.92857,3.70089,3.85714,1.52E+12,1,1,71.60449,0.04511,0.04437,15.87451,1,0,0,0,1,0,3.39455,0,3.39455,0,0,3.71205
AAPL,2000-02-07,3.85714,4.08035,3.78348,4.07366,1.52E+12,1,1,71.83788,0.04525,0.05462,15.87451,1,0,0,0,1,0,3.54857,0,3.54857,0,0,3.85714
AAPL,2000-02-08,4.07142,4.14732,3.97321,4.10267,1.53E+12,1,1,71.801,0.04523,0.0071,15.87451,1,0,0,0,1,0,3.74776,0,3.74776,0,0,4.07142
AAPL,2000-02-09,4.07589,4.18303,4.01562,4.02232,1.53E+12,1,1,71.89857,0.04529,-0.01978,15.87451,1,0,0,0,1,0,3.77446,0,3.77446,0,0,4.07589
AAPL,2000-02-10,4.03125,4.06696,3.89732,4.05357,1.53E+12,1,1,71.8043,0.04523,0.00774,15.87451,1,0,0,0,1,0,3.70053,0,3.70053,0,0,4.03125
AAPL,2000-02-11,4.05803,4.07589,3.86607,3.88392,1.54E+12,1,1,68.85496,0.04337,-0.04275,15.87451,1,0,0,0,1,0,3.72928,0,3.72928,0,0,4.05803
AAPL,2000-02-14,3.90401,4.13839,3.87946,4.13616,1.54E+12,1,1,69.45148,0.04375,0.06292,15.87451,1,0,0,0,1,0,3.57321,0,3.57321,0,0,3.90401
AAPL,2000-02-15,4.11607,4.28348,4.11383,4.25,1.54E+12,1,1,67.28568,0.04239,0.02715,15.87451,1,0,0,0,1,0,3.80526,0,3.80526,0,0,4.11607
AAPL,2000-02-16,4.20535,4.21875,4.00446,4.07589,1.55E+12,1,1,67.64243,0.04261,-0.04183,15.87451,1,0,0,0,1,0,3.91,0,3.91,0,0,4.20535
AAPL,2000-02-17,4.11383,4.125,4.04017,4.10267,1.55E+12,1,1,66.88955,0.04214,0.00655,15.87451,1,0,0,0,1,0,3.74982,0,3.74982,0,0,4.11383
AAPL,2000-02-18,4.09375,4.12053,3.95982,3.97321,1.56E+12,1,1,66.94627,0.04217,-0.03206,15.87451,1,0,0,0,1,0,3.77446,0,3.77446,0,0,4.09375
AAPL,2000-02-22,3.93303,4.17633,3.81026,4.06473,1.56E+12,1,1,66.9493,0.04217,0.02277,15.87451,1,0,0,0,1,0,3.65535,0,3.65535,0,0,3.93303
AAPL,2000-02-23,4.04464,4.25,3.96428,4.15178,1.56E+12,1,1,66.23616,0.04172,0.02119,15.87451,1,0,0,0,1,0,3.73955,0,3.73955,0,0,4.04464
AAPL,2000-02-24,4.18973,4.25446,3.99107,4.11383,1.57E+12,1,1,66.09624,0.04164,-0.00918,15.87451,1,0,0,0,1,0,3.81964,0,3.81964,0,0,4.18973
AAPL,2000-02-25,4.10044,4.17857,3.93303,3.94196,1.57E+12,1,1,66.2579,0.04174,-0.04268,15.87451,1,1,0,0,1,0,3.78473,0,3.78473,0,0,4.10044
AAPL,2000-02-28,3.93303,4.10714,3.87053,4.04464,1.58E+12,1,1,65.93941,0.04154,0.02571,15.87451,1,0,0,0,1,0,3.6266,0,3.6266,0,0,3.93303
AAPL,2000-02-29,4.0558,4.1875,4.02008,4.09375,1.59E+12,1,1,65.8974,0.04151,0.01207,15.87451,1,0,0,0,1,0,3.72107,0,3.72107,0,0,4.0558
AAPL,2000-03-01,4.23437,4.71651,4.23214,4.65401,1.61E+12,1,1,68.63363,0.04324,0.12827,15.87451,1,0,0,0,1,0,3.76625,0,3.76625,0,0,4.23437
AAPL,2000-03-02,4.53571,4.56919,4.31026,4.35714,1.62E+12,1,1,69.52509,0.0438,-0.06591,15.87451,1,0,0,0,1,0,4.28169,0,4.28169,0,0,4.53571
AAPL,2000-03-03,4.45982,4.58035,4.28571,4.57142,1.63E+12,1,1,69.81821,0.04398,0.04801,15.87451,1,0,0,0,1,0,4.00857,0,4.00857,0,0,4.45982
AAPL,2000-03-06,4.5,4.6116,4.46428,4.48883,1.63E+12,1,1,69.9141,0.04404,-0.01823,15.87451,1,0,0,0,1,0,4.20571,0,4.20571,0,0,4.5
AAPL,2000-03-07,4.51562,4.55133,4.32589,4.38839,1.64E+12,1,1,69.3622,0.04369,-0.02263,15.87451,1,0,0,0,1,0,4.12973,0,4.12973,0,0,4.51562
AAPL,2000-03-08,4.38839,4.42633,4.23437,4.35714,1.64E+12,1,1,66.3353,0.04179,-0.00715,15.87451,1,0,0,0,1,0,4.03732,0,4.03732,0,0,4.38839
AAPL,2000-03-09,4.31696,4.46428,4.22321,4.36607,1.65E+12,1,1,66.30191,0.04177,0.00205,15.87451,1,0,0,0,1,0,4.00857,0,4.00857,0,0,4.31696
AAPL,2000-03-10,4.34598,4.56919,4.32142,4.49107,1.66E+12,1,1,66.30296,0.04177,0.02823,15.87451,1,0,0,0,1,0,4.01678,0,4.01678,0,0,4.34598
AAPL,2000-03-13,4.3616,4.51785,4.26785,4.33258,1.66E+12,1,1,65.62479,0.04134,-0.03593,15.87451,1,0,0,0,1,0,4.13178,0,4.13178,0,0,4.3616
AAPL,2000-03-14,4.33035,4.4375,4.07142,4.08035,1.66E+12,1,1,64.96555,0.04092,-0.05998,15.87451,1,1,0,1,1,0,3.98598,0,3.98598,0,0,4.33035
AAPL,2000-03-15,4.12946,4.29464,4.07589,4.15178,1.67E+12,1,1,64.9833,0.04094,0.01735,15.87451,1,1,0,0,1,0,3.75392,0,3.75392,0,0,4.12946
AAPL,2000-03-16,4.18973,4.35714,4.08928,4.34151,1.68E+12,1,1,65.07378,0.04099,0.04469,15.87451,1,0,0,0,1,0,3.81964,0,3.81964,0,0,4.18973
AAPL,2000-03-17,4.29017,4.46428,4.27232,4.46428,1.69E+12,1,1,65.17323,0.04106,0.02788,15.87451,1,0,0,0,1,0,3.99419,0,3.99419,0,0,4.29017
AAPL,2000-03-20,4.41071,4.50892,4.37053,4.39285,1.69E+12,1,1,65.25879,0.04111,-0.01613,15.87451,1,0,0,0,1,0,4.10714,0,4.10714,0,0,4.41071
AAPL,2000-03-21,4.37723,4.88392,4.34375,4.81919,1.69E+12,1,1,66.68717,0.04201,0.09263,15.87451,1,0,0,0,1,0,4.04142,0,4.04142,0,0,4.37723
AAPL,2000-03-22,4.74107,5.15625,4.69866,5.14955,1.69E+12,1,1,67.3382,0.04242,0.0663,15.87451,1,0,0,0,1,0,4.43366,0,4.43366,0,0,4.74107
AAPL,2000-03-23,5.07142,5.37053,5,5.04687,1.70E+12,1,1,67.36996,0.04244,-0.02014,15.87451,1,0,0,0,1,0,4.73759,0,4.73759,0,0,5.07142
AAPL,2000-03-24,5.08705,5.14062,4.83928,4.95312,1.70E+12,1,1,67.21985,0.04234,-0.01875,15.87451,1,0,0,0,1,0,4.64312,0,4.64312,0,0,5.08705
AAPL,2000-03-27,4.91517,5.16964,4.88839,4.98437,1.71E+12,1,1,67.0771,0.04225,0.00629,15.87451,1,0,0,0,1,0,4.55687,0,4.55687,0,0,4.91517
AAPL,2000-03-28,4.90178,5.07142,4.89732,4.96875,1.72E+12,1,1,67.07208,0.04225,-0.00314,15.87451,1,0,0,0,1,0,4.58562,0,4.58562,0,0,4.90178
AAPL,2000-03-29,4.97767,4.97991,4.77901,4.85491,1.73E+12,1,1,67.14229,0.0423,-0.02318,15.87451,1,0,0,0,1,0,4.57125,0,4.57125,0,0,4.97767
AAPL,2000-03-30,4.77008,4.91741,4.47991,4.49107,1.75E+12,1,1,67.92688,0.04279,-0.0779,15.87451,1,1,1,1,1,1,4.46651,0,4.46651,0,0,4.77008
AAPL,2000-03-31,4.55133,4.90178,4.5,4.85044,1.76E+12,1,1,67.62301,0.0426,0.07698,15.87451,1,0,0,0,1,0,4.13178,0,4.13178,0,0,4.55133
AAPL,2000-04-03,4.83928,4.98214,4.62276,4.76116,1.78E+12,1,1,66.62299,0.04197,-0.01858,15.87451,1,0,0,0,1,0,4.46241,0,4.46241,0,0,4.83928
AAPL,2000-04-04,4.7366,4.75,4.16964,4.54687,1.82E+12,1,1,67.03795,0.04223,-0.04605,15.87451,1,1,0,0,1,0,4.38026,1,4.38026,0,0,4.7366
AAPL,2000-04-05,4.51785,4.74553,4.42857,4.65625,1.83E+12,1,1,67.11041,0.04228,0.02377,15.87451,1,0,0,0,1,0,4.18312,0,4.18312,0,0,4.51785
AAPL,2000-04-06,4.66517,4.80357,4.40178,4.47098,1.83E+12,1,1,67.38873,0.04245,-0.0406,15.87451,1,1,0,0,1,0,4.28375,0,4.28375,0,0,4.66517
AAPL,2000-04-07,4.54464,4.70982,4.48214,4.70535,1.82E+12,1,1,67.75789,0.04268,0.05109,15.87451,1,0,0,0,1,0,4.1133,0,4.1133,0,0,4.54464
AAPL,2000-04-10,4.70312,4.74107,4.45535,4.46428,1.82E+12,1,1,68.29434,0.04302,-0.05259,15.87451,1,1,0,0,1,0,4.32892,0,4.32892,0,0,4.70312
AAPL,2000-04-11,4.41071,4.45982,4.21651,4.26562,1.82E+12,1,1,68.69444,0.04327,-0.04552,15.87451,1,1,0,1,1,0,4.10714,0,4.10714,0,0,4.41071
AAPL,2000-04-12,4.25,4.25,3.74553,3.90178,1.82E+12,1,1,70.19913,0.04422,-0.08915,15.87451,1,1,0,1,1,0,3.92437,1,3.92437,0,0,4.25
AAPL,2000-04-13,3.98214,4.28571,3.875,4.06473,1.82E+12,1,1,70.32081,0.0443,0.04091,15.87451,1,1,0,0,1,0,3.58964,0,3.58964,0,0,3.98214
AAPL,2000-04-14,3.90401,4.21428,3.89285,3.99553,1.83E+12,1,1,70.30139,0.04429,-0.01717,15.87451,1,1,0,1,1,0,3.73955,0,3.73955,0,0,3.90401
AAPL,2000-04-17,3.91071,4.42633,3.89509,4.4241,1.84E+12,1,1,71.97047,0.04534,0.10189,15.87451,1,1,0,0,1,0,3.67589,0,3.67589,0,0,3.91071
AAPL,2000-04-18,4.41071,4.53125,4.26339,4.53125,1.85E+12,1,1,71.99668,0.04535,0.02393,15.87451,1,1,0,0,1,0,4.07017,0,4.07017,0,0,4.41071
AAPL,2000-04-19,4.50669,4.65178,4.27678,4.32589,1.85E+12,1,1,72.41628,0.04562,-0.04638,15.87451,1,1,0,0,1,0,4.16875,0,4.16875,0,0,4.50669
AAPL,2000-04-20,4.41741,4.45535,4.1808,4.24553,1.84E+12,1,1,72.48363,0.04566,-0.01875,15.87451,1,1,0,0,1,0,3.97982,0,3.97982,0,0,4.41741
AAPL,2000-04-24,4.10714,4.30357,4.09821,4.30357,1.84E+12,1,1,72.32528,0.04556,0.01358,15.87451,1,1,0,0,1,0,3.90589,0,3.90589,0,0,4.10714
AAPL,2000-04-25,4.3616,4.59821,4.35937,4.58258,1.84E+12,1,1,72.53947,0.0457,0.06282,15.87451,1,0,0,0,1,0,3.95928,0,3.95928,0,0,4.3616
AAPL,2000-04-26,4.52232,4.57142,4.28571,4.33258,1.84E+12,1,1,72.37708,0.04559,-0.0561,15.87451,1,1,0,0,1,0,4.21598,0,4.21598,0,0,4.52232
AAPL,2000-04-27,4.18526,4.53571,4.16294,4.52678,1.84E+12,1,1,72.39326,0.0456,0.04385,15.87451,1,0,0,0,1,0,3.98598,0,3.98598,0,0,4.18526
AAPL,2000-04-28,4.54017,4.55357,4.33258,4.4308,1.84E+12,1,1,72.46873,0.04565,-0.02143,15.87451,1,0,0,0,1,0,4.16464,0,4.16464,0,0,4.54017
AAPL,2000-05-01,4.45982,4.46875,4.35267,4.43973,1.84E+12,1,1,72.43047,0.04563,0.00201,15.87451,1,0,0,0,1,0,4.07633,0,4.07633,0,0,4.45982
AAPL,2000-05-02,4.40178,4.50892,4.19642,4.20982,1.84E+12,1,1,72.113,0.04543,-0.05317,15.87451,1,1,0,0,1,0,4.08455,0,4.08455,0,0,4.40178
AAPL,2000-05-03,4.24776,4.33035,3.9866,4.10937,1.84E+12,1,1,71.8595,0.04527,-0.02415,15.87451,1,1,0,0,1,0,3.87303,0,3.87303,0,0,4.24776
AAPL,2000-05-04,4.1116,4.11607,3.94866,3.95312,1.84E+12,1,1,72.04572,0.04538,-0.03876,15.87451,1,1,1,0,1,0,3.78062,0,3.78062,0,0,4.1116
AAPL,2000-05-05,3.95759,4.09821,3.95535,4.04017,1.83E+12,1,1,71.83195,0.04525,0.02178,15.87451,1,1,0,0,1,0,3.63687,0,3.63687,0,0,3.95759
AAPL,2000-05-08,4.00446,4.06026,3.92857,3.93303,1.83E+12,1,1,71.6329,0.04512,-0.02688,15.87451,1,1,0,0,1,0,3.71696,0,3.71696,0,0,4.00446
AAPL,2000-05-09,3.93973,3.97321,3.74553,3.76562,1.82E+12,1,1,71.90572,0.0453,-0.0435,15.87451,1,1,0,0,1,0,3.61839,0,3.61839,0,0,3.93973
AAPL,2000-05-10,3.71651,3.75,3.52678,3.54687,1.83E+12,1,1,72.51115,0.04568,-0.05985,15.87451,1,1,1,1,1,1,3.46437,0,3.46437,0,0,3.71651
AAPL,2000-05-11,3.62053,3.72321,3.53571,3.67187,1.83E+12,1,1,72.66795,0.04578,0.03464,15.87451,1,1,0,0,1,0,3.26312,0,3.26312,0,0,3.62053
AAPL,2000-05-12,3.78571,3.94642,3.74107,3.84375,1.83E+12,1,1,72.94562,0.04595,0.04575,15.87451,1,1,0,0,1,0,3.37812,0,3.37812,0,0,3.78571
AAPL,2000-05-15,3.85937,3.85937,3.57589,3.60714,1.82E+12,1,1,73.30854,0.04618,-0.06353,15.87451,1,1,0,0,1,0,3.53625,0,3.53625,0,0,3.85937
AAPL,2000-05-16,3.73214,3.89509,3.66964,3.77455,1.82E+12,1,1,73.54671,0.04633,0.04537,15.87451,1,1,0,0,1,0,3.31857,0,3.31857,0,0,3.73214
AAPL,2000-05-17,3.70089,3.70312,3.58482,3.62053,1.82E+12,1,1,73.63844,0.04639,-0.04166,15.87451,1,1,0,0,1,0,3.47259,0,3.47259,0,0,3.70089
AAPL,2000-05-18,3.67857,3.74776,3.59375,3.59821,1.82E+12,1,1,73.35295,0.04621,-0.00618,15.87451,1,1,0,0,1,0,3.33089,0,3.33089,0,0,3.67857
AAPL,2000-05-19,3.54464,3.54464,3.33482,3.35714,1.82E+12,1,1,74.14948,0.04671,-0.06935,15.87451,0,1,0,0,1,0,3.31035,0,3.31035,0,0,3.54464
AAPL,2000-05-22,3.34821,3.34821,3.07142,3.21205,1.82E+12,1,1,74.35502,0.04684,-0.04418,15.87451,0,1,1,1,1,0,3.08857,1,3.08857,0,0,3.34821
AAPL,2000-05-23,3.23214,3.33482,3.05803,3.06473,1.82E+12,1,1,74.70567,0.04706,-0.04695,15.87451,0,1,1,1,1,0,2.95509,0,2.95509,0,0,3.23214
AAPL,2000-05-24,3.07812,3.20535,2.96428,3.13169,1.83E+12,1,1,74.68066,0.04704,0.02161,15.87451,0,1,0,0,1,0,2.81955,0,2.81955,0,0,3.07812
AAPL,2000-05-25,3.16071,3.30803,3.07142,3.11607,1.83E+12,1,1,73.39178,0.04623,-0.005,15.87451,0,1,0,0,1,0,2.88116,0,2.88116,0,0,3.16071
AAPL,2000-05-26,3.14285,3.20982,3.04464,3.08482,1.82E+12,1,1,72.12268,0.04543,-0.01008,15.87451,0,1,0,0,1,0,2.86678,0,2.86678,0,0,3.14285
AAPL,2000-05-30,3.12946,3.14732,2.91964,3.12723,1.82E+12,1,1,72.11786,0.04543,0.01365,15.87451,0,1,0,0,1,0,2.83803,0,2.83803,0,0,3.12946
AAPL,2000-05-31,3.10267,3.25892,2.9933,3,1.82E+12,1,1,71.00455,0.04473,-0.04154,15.87451,0,1,0,0,1,0,2.87705,0,2.87705,0,0,3.10267
AAPL,2000-06-01,2.91964,3.19866,2.87053,3.18303,1.82E+12,1,1,71.25179,0.04488,0.05922,15.87451,0,1,0,0,1,0,2.76,0,2.76,0,0,2.91964
AAPL,2000-06-02,3.34821,3.5625,3.17857,3.3058,1.82E+12,1,1,71.46523,0.04502,0.03784,15.87451,0,1,0,0,1,0,2.92839,0,2.92839,0,0,3.34821
AAPL,2000-06-05,3.33259,3.40178,3.20312,3.26116,1.81E+12,1,1,71.01517,0.04474,-0.0136,15.87451,0,1,0,0,1,0,3.04134,0,3.04134,0,0,3.33259
AAPL,2000-06-06,3.28571,3.45535,3.22544,3.31696,1.81E+12,1,1,70.37806,0.04433,0.01697,15.87451,0,1,0,0,1,0,3.00027,0,3.00027,0,0,3.28571
AAPL,2000-06-07,3.34375,3.46428,3.27232,3.44866,1.80E+12,1,1,68.69755,0.04328,0.03894,15.87451,0,0,0,0,1,0,3.0516,0,3.0516,0,0,3.34375
AAPL,2000-06-08,3.4866,3.51785,3.32589,3.38616,1.80E+12,1,1,68.4959,0.04315,-0.01829,15.87451,0,0,0,0,1,0,3.17276,0,3.17276,0,0,3.4866
AAPL,2000-06-09,3.45535,3.49776,3.37053,3.41964,1.79E+12,1,1,68.29128,0.04302,0.00984,15.87451,0,0,0,0,1,0,3.11526,0,3.11526,0,0,3.45535
AAPL,2000-06-12,3.44196,3.44419,3.24553,3.25669,1.78E+12,1,1,68.58331,0.0432,-0.04882,15.87451,0,1,0,0,1,0,3.14607,0,3.14607,0,0,3.44196
AAPL,2000-06-13,3.25669,3.38169,3.14955,3.375,1.78E+12,1,1,68.0674,0.04288,0.03568,15.87451,0,0,0,0,1,0,2.99616,0,2.99616,0,0,3.25669
AAPL,2000-06-14,3.38169,3.4375,3.21875,3.22991,1.78E+12,1,1,68.33646,0.04305,-0.04394,15.87451,0,1,0,0,1,0,3.105,0,3.105,0,0,3.38169
AAPL,2000-06-15,3.25892,3.33482,3.17857,3.2991,1.78E+12,1,1,68.06269,0.04288,0.0212,15.87451,0,0,0,0,1,0,2.97152,0,2.97152,0,0,3.25892
AAPL,2000-06-16,3.33928,3.34821,3.1808,3.25669,1.78E+12,1,1,67.48893,0.04251,-0.01294,15.87451,0,0,0,0,1,0,3.03518,0,3.03518,0,0,3.33928
AAPL,2000-06-19,3.23437,3.49553,3.20759,3.45089,1.76E+12,1,1,68.09671,0.0429,0.05792,15.87451,0,0,0,0,1,0,2.99616,0,2.99616,0,0,3.23437
AAPL,2000-06-20,3.51785,3.71205,3.51339,3.61607,1.76E+12,1,1,68.51857,0.04316,0.04676,15.87451,1,0,0,0,1,0,3.17482,0,3.17482,0,0,3.51785
AAPL,2000-06-21,3.60714,4.06696,3.59375,3.97321,1.76E+12,1,1,68.99264,0.04346,0.09419,15.87451,1,0,0,0,1,0,3.32678,0,3.32678,0,0,3.60714
AAPL,2000-06-22,3.98214,4.11607,3.82589,3.83928,1.76E+12,1,1,69.14163,0.04356,-0.03429,15.87451,1,0,0,0,1,0,3.65535,0,3.65535,0,0,3.98214
AAPL,2000-06-23,3.83928,3.90178,3.62946,3.69196,1.75E+12,1,1,69.20657,0.0436,-0.03913,15.87451,1,0,0,0,1,0,3.53214,0,3.53214,0,0,3.83928
AAPL,2000-06-26,3.75,3.91071,3.72321,3.86607,1.74E+12,1,1,69.54095,0.04381,0.04608,15.87451,1,0,0,0,1,0,3.3966,0,3.3966,0,0,3.75
AAPL,2000-06-27,3.83928,3.96428,3.6875,3.69642,1.74E+12,1,1,69.56148,0.04382,-0.04487,15.87451,1,0,0,0,1,0,3.55678,0,3.55678,0,0,3.83928
AAPL,2000-06-28,3.80803,3.95535,3.67857,3.88839,1.74E+12,1,1,69.66893,0.04389,0.05063,15.87451,1,0,0,0,1,0,3.40071,0,3.40071,0,0,3.80803
AAPL,2000-06-29,3.79017,3.85267,3.64732,3.66071,1.74E+12,1,1,69.76728,0.04395,-0.06034,15.87451,1,0,0,0,1,0,3.57732,0,3.57732,0,0,3.79017
AAPL,2000-06-30,3.77232,3.9241,3.69196,3.74107,1.74E+12,1,1,69.84855,0.044,0.02171,15.87451,1,0,0,0,1,0,3.36785,0,3.36785,0,0,3.77232
AAPL,2000-07-03,3.72321,3.87946,3.72321,3.80803,1.72E+12,1,1,69.8447,0.044,0.01774,15.87451,1,0,0,0,1,0,3.44178,0,3.44178,0,0,3.72321
AAPL,2000-07-05,3.80357,3.94196,3.625,3.6875,1.72E+12,1,1,70.00958,0.0441,-0.03216,15.87451,1,0,0,0,1,0,3.50339,0,3.50339,0,0,3.80357
AAPL,2000-07-06,3.75,3.78125,3.54464,3.70089,1.71E+12,1,1,69.69424,0.0439,0.00363,15.87451,1,0,0,0,1,0,3.3925,0,3.3925,0,0,3.75
AAPL,2000-07-07,3.75892,3.91517,3.72321,3.88839,1.69E+12,1,1,69.41682,0.04373,0.04942,15.87451,1,0,0,0,1,0,3.40482,0,3.40482,0,0,3.75892
AAPL,2000-07-10,3.86607,4.16071,3.83928,4.08035,1.68E+12,1,1,69.70782,0.04391,0.04819,15.87451,1,0,0,0,1,0,3.57732,0,3.57732,0,0,3.86607
AAPL,2000-07-11,4.07142,4.23214,3.95982,4.06696,1.68E+12,1,1,69.39581,0.04372,-0.00329,15.87451,1,0,0,0,1,0,3.75392,0,3.75392,0,0,4.07142
AAPL,2000-07-12,4.15178,4.20982,4.02678,4.20535,1.68E+12,1,1,69.58994,0.04384,0.03346,15.87451,1,0,0,0,1,0,3.7416,0,3.7416,0,0,4.15178
AAPL,2000-07-13,4.17857,4.33035,3.91071,4.03571,1.69E+12,1,1,69.71133,0.04391,-0.04118,15.87451,1,0,0,0,1,0,3.86892,0,3.86892,0,0,4.17857
AAPL,2000-07-14,4.08035,4.21428,4.0625,4.12053,1.68E+12,1,1,69.6959,0.0439,0.0208,15.87451,1,0,0,0,1,0,3.71285,0,3.71285,0,0,4.08035
AAPL,2000-07-17,4.16071,4.20089,4.08035,4.16517,1.68E+12,1,1,69.636,0.04387,0.01078,15.87451,1,0,0,0,1,0,3.79089,0,3.79089,0,0,4.16071
AAPL,2000-07-18,4.17857,4.20535,4.0625,4.08928,1.67E+12,1,1,69.68187,0.0439,-0.01839,15.87451,1,0,0,0,1,0,3.83196,0,3.83196,0,0,4.17857
AAPL,2000-07-19,3.94196,4.05803,3.69642,3.76339,1.66E+12,1,1,70.58996,0.04447,-0.08305,15.87451,1,1,0,1,1,0,3.76214,1,3.76214,0,0,3.94196
AAPL,2000-07-20,3.92857,4.07589,3.86607,3.9375,1.66E+12,1,1,70.83911,0.04462,0.04523,15.87451,1,0,0,0,1,0,3.46232,0,3.46232,0,0,3.92857
AAPL,2000-07-21,3.88392,3.97321,3.78125,3.82589,1.65E+12,1,1,70.95332,0.0447,-0.02875,15.87451,1,1,0,0,1,0,3.6225,0,3.6225,0,0,3.88392
AAPL,2000-07-24,3.75446,3.77678,3.39285,3.47767,1.65E+12,1,1,69.49097,0.04378,-0.09543,15.87451,0,1,0,1,1,0,3.51982,1,3.51982,0,0,3.75446
AAPL,2000-07-25,3.59375,3.61607,3.50446,3.57589,1.65E+12,1,1,68.92466,0.04342,0.02785,15.87451,0,1,0,0,1,0,3.19946,0,3.19946,0,0,3.59375
AAPL,2000-07-26,3.5625,3.66071,3.51785,3.57589,1.66E+12,1,1,68.46287,0.04313,0,15.87451,0,1,0,0,1,0,3.28982,0,3.28982,0,0,3.5625
